1205596386	20241022	202410	2024	2024.8000	COP	TROOPER						COP													1	010	010	01	1	0.0	3	1	3	1.03896103896104	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20241022151500	https://www.yahoo.com/news/woman-rescued-getting-trapped-crevice-144536592.html
1205596387	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	010	010	01	1	0.0	5	1	5	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	0								3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205596388	20241022	202410	2024	2024.8000	COP	POLICE						COP													0	020	020	02	1	3.0	1	1	1	0.50697084917617	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	0								5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20241022151500	https://www.dailyrecord.co.uk/news/scottish-news/familys-heartbreaking-tribute-much-loved-33947293
1205596389	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	020	020	02	1	3.0	10	1	10	-4.37956204379562	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20241022151500	https://www.cbc.ca/news/canada/montreal/jacques-cartier-bridge-closed-protest-1.7359180
1205596390	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	073	073	07	2	7.4	10	1	10	0	4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	0								4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	20241022151500	https://www.dailystar.co.uk/news/latest-news/first-pictures-lovely-personal-trainer-33945776
1205596391	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	073	073	07	2	7.4	3	1	3	-2.7681660899654	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	0								4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	20241022151500	https://www.squamishchief.com/highlights/north-vancouver-kayakers-need-rescuing-after-taking-on-atmospheric-river-9688475
1205596392	20241022	202410	2024	2024.8000	COP	POLICE						COP													0	090	090	09	2	-2.0	6	1	6	-9.83606557377049	3	Mahoning County, Ohio, United States	US	USOH	OH099	41.0334	-80.7665	1074062	0								3	Mahoning County, Ohio, United States	US	USOH		41.0334	-80.7665	1074062	20241022151500	https://www.yahoo.com/news/boardman-woman-sentenced-stealing-former-131608143.html
1205596393	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	090	090	09	2	-2.0	3	1	3	-9.09090909090909	3	East Harlem, New York, United States	US	USNY	NY061	40.7947	-73.9425	2083753	0								3	East Harlem, New York, United States	US	USNY		40.7947	-73.9425	2083753	20241022151500	https://abc7ny.com/post/east-harlem-subway-crime-police-searching-suspect-after-75-year-old-woman-shoved-injured-train-platform/15453737/
1205596394	20241022	202410	2024	2024.8000	COP	POLICE						COP													0	090	090	09	2	-2.0	3	1	3	-9.13385826771653	3	Pasco County, Florida, United States	US	USFL	FL101	28.292	-82.4165	295739	0								3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596395	20241022	202410	2024	2024.8000	COP	POLICE						COP													0	090	090	09	2	-2.0	1	1	1	-9.13385826771653	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596396	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	134	134	13	3	-5.8	1	1	1	-8.33333333333333	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022151500	https://www.courant.com/2024/10/22/motorcyclist-passenger-suffer-serious-injuries-in-crash-on-route-63-in-litchfield/
1205596397	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	1711	171	17	4	-9.2	2	1	2	-5.40540540540541	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20241022151500	https://ibcworldnews.com/?p=162489
1205596398	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	172	172	17	4	-5.0	2	1	2	-5.51181102362205	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241022151500	https://economictimes.indiatimes.com/news/mumbai-news/ahead-of-diwali-mumbai-police-ban-use-and-sale-of-sky-lanterns/articleshow/114470644.cms
1205596399	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	172	172	17	4	-5.0	4	1	4	-5.51181102362205	4	Malad, Maharashtra, India	IN	IN16	70183	19.1833	72.8333	-2103390	0								4	Malad, Maharashtra, India	IN	IN16	70183	19.1833	72.8333	-2103390	20241022151500	https://economictimes.indiatimes.com/news/mumbai-news/ahead-of-diwali-mumbai-police-ban-use-and-sale-of-sky-lanterns/articleshow/114470644.cms
1205596400	20241022	202410	2024	2024.8000	COP	PRISON						COP													0	173	173	17	4	-5.0	10	1	10	-6.37958532695375	4	Elmley, Kent, United Kingdom	UK	UKG5	40117	51.3667	0.766667	-2595537	0								4	Elmley, Kent, United Kingdom	UK	UKG5	40117	51.3667	0.766667	-2595537	20241022151500	https://www.kentonline.co.uk/sheerness/news/kent-inmate-freed-early-im-going-straight-to-mcdonald-s-314769/
1205596401	20241022	202410	2024	2024.8000	COP	POLICE						COP													1	193	193	19	4	-10.0	2	1	2	-9.82142857142857	4	Port Royal, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	0								4	Port Royal, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	20241022151500	https://www.yahoo.com/news/port-royal-police-arrest-2-141607197.html
1205596402	20241022	202410	2024	2024.8000	COP	POLICE OFFICER						COP													1	193	193	19	4	-10.0	10	1	10	-8.04597701149425	3	Roseland, Illinois, United States	US	USIL	IL031	41.702	-87.6259	1802402	0								3	Roseland, Illinois, United States	US	USIL	IL031	41.702	-87.6259	1802402	20241022151500	https://www.yahoo.com/news/man-27-found-shot-death-102746685.html
1205596403	20241022	202410	2024	2024.8000	COP	POLICE						COP													0	193	193	19	4	-10.0	5	1	5	-9.13385826771653	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596404	20241022	202410	2024	2024.8000	COP	TROOPER						COP			AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	2	1	2	1.03896103896104	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20241022151500	https://www.yahoo.com/news/woman-rescued-getting-trapped-crevice-144536592.html
1205596405	20241022	202410	2024	2024.8000	COP	POLICE						COP			BUS	BOSS						BUS			1	111	111	11	3	-2.0	2	1	2	-10.0719424460431	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20241022151500	https://www.yahoo.com/news/evansville-police-arrest-two-men-125902234.html
1205596406	20241022	202410	2024	2024.8000	COP	POLICE						COP			CAN	CANADA	CAN								1	073	073	07	2	7.4	2	1	2	-2.7681660899654	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	20241022151500	https://www.squamishchief.com/highlights/north-vancouver-kayakers-need-rescuing-after-taking-on-atmospheric-river-9688475
1205596407	20241022	202410	2024	2024.8000	COP	POLICE						COP			CVL	RESIDENTS						CVL			0	060	060	06	2	6.0	10	1	10	-5.15463917525773	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20241022151500	https://catcountry1073.com/locals-outraged-200-unruly-juveniles-disrupt-haunted-hayride-brawl-in-collingswood-nj-zero-arrested/
1205596408	20241022	202410	2024	2024.8000	COP	POLICE						COP			EDU	SCHOOL						EDU			1	193	193	19	4	-10.0	10	1	10	-5.88235294117647	0								0								0								20241022151500	https://www.postcourier.com.pg/emmy-buried/
1205596409	20241022	202410	2024	2024.8000	COP	PRISON						COP			ESP	MAJORCA	ESP								1	080	080	08	2	5.0	3	1	3	-6.8421052631579	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	20241022151500	https://www.mirror.co.uk/news/uk-news/kinahan-crime-boss-tried-organise-33946992
1205596410	20241022	202410	2024	2024.8000	COP	PRISON						COP			ESP	MAJORCA	ESP								1	173	173	17	4	-5.0	3	1	3	-6.8421052631579	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	20241022151500	https://www.mirror.co.uk/news/uk-news/kinahan-crime-boss-tried-organise-33946992
1205596411	20241022	202410	2024	2024.8000	COP	POLICE						COP			FRAGOV	FRANCE	FRA					GOV			0	130	130	13	3	-4.4	2	1	2	-1.45631067961165	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	20241022151500	https://www.dailystar.co.uk/news/world-news/newborn-baby-abducted-hospital-given-33945188
1205596412	20241022	202410	2024	2024.8000	COP	PRISON						COP			GBR	MANCHESTER	GBR								0	173	173	17	4	-5.0	6	1	6	-7.11206896551724	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.burytimes.co.uk/news/24669309.bury-director-court-firm-owed-220k-tax/
1205596413	20241022	202410	2024	2024.8000	COP	PRISON						COP			GBRBUS	UNITED KINGDOM	GBR					BUS			1	173	173	17	4	-5.0	6	1	6	-6.8421052631579	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241022151500	https://www.mirror.co.uk/news/uk-news/kinahan-crime-boss-tried-organise-33946992
1205596414	20241022	202410	2024	2024.8000	COP	PRISON						COP			GBRBUS	UNITED KINGDOM	GBR					BUS			1	173	173	17	4	-5.0	4	1	4	-6.8421052631579	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20241022151500	https://www.mirror.co.uk/news/uk-news/kinahan-crime-boss-tried-organise-33946992
1205596415	20241022	202410	2024	2024.8000	COP	POLICE CHIEF						COP			GOV	AUTHORITIES						GOV			1	1123	112	11	3	-2.0	8	1	8	-9.13385826771653	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596416	20241022	202410	2024	2024.8000	COP	POLICE CHIEF						COP			GOV	AUTHORITIES						GOV			1	190	190	19	4	-10.0	2	1	2	-9.13385826771653	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596417	20241022	202410	2024	2024.8000	COP	POLICE CHIEF						COP			GOV	AUTHORITIES						GOV			1	190	190	19	4	-10.0	6	1	6	-9.13385826771653	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596418	20241022	202410	2024	2024.8000	COP	POLICE						COP			HLH	HOSPITAL						HLH			1	020	020	02	1	3.0	8	1	8	-1.45631067961165	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	20241022151500	https://www.dailystar.co.uk/news/world-news/newborn-baby-abducted-hospital-given-33945188
1205596419	20241022	202410	2024	2024.8000	COP	POLICE						COP			HLH	HOSPITAL						HLH			1	1712	171	17	4	-9.2	2	1	2	-1.45631067961165	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	4	Noisy-Le-Sec, France (general), France	FR	FR00	16282	48.8915	2.46451	-1455245	20241022151500	https://www.dailystar.co.uk/news/world-news/newborn-baby-abducted-hospital-given-33945188
1205596420	20241022	202410	2024	2024.8000	COP	POLICE						COP			HLH	HOSPITAL						HLH			1	1712	171	17	4	-9.2	2	1	2	-1.45631067961165	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Saint-Denis, Reunion (general), Reunion	RE	RE00		-20.8667	55.4667	-1331362	4	Saint-Denis, Reunion (general), Reunion	RE	RE00		-20.8667	55.4667	-1331362	20241022151500	https://www.dailystar.co.uk/news/world-news/newborn-baby-abducted-hospital-given-33945188
1205596421	20241022	202410	2024	2024.8000	COP	POLICE						COP			HLH	HOSPITAL						HLH			1	1712	171	17	4	-9.2	6	1	6	-1.45631067961165	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Saint-Denis, Reunion (general), Reunion	RE	RE00		-20.8667	55.4667	-1331362	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20241022151500	https://www.dailystar.co.uk/news/world-news/newborn-baby-abducted-hospital-given-33945188
1205596422	20241022	202410	2024	2024.8000	COP	POLICE						COP			OPP	DEMONSTRATOR						OPP			0	190	190	19	4	-10.0	5	1	5	0.42643923240938	4	Ouanaminthe, Nord-Est, Haiti	HA	HA10	17182	19.55	-71.7333	-69297	4	Ouanaminthe, Nord-Est, Haiti	HA	HA10	17182	19.55	-71.7333	-69297	4	Ouanaminthe, Nord-Est, Haiti	HA	HA10	17182	19.55	-71.7333	-69297	20241022151500	https://haitiantimes.com/2024/10/22/jean-jacques-dessalines-commemoration-northeast-haiti/
1205596423	20241022	202410	2024	2024.8000	COP	POLICE						COP			PSEOPP	PALESTINE	PSE					OPP			1	175	175	17	4	-9.0	2	1	2	-8.90207715133536	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241022151500	https://www.presstv.ir/Detail/2024/10/22/735750/US-protesters-University-of-Minnesota-police-Palestine-Israel-Gaza
1205596424	20241022	202410	2024	2024.8000	COP	DETECTIVE						COP			UAF	GUNMAN						UAF			1	193	193	19	4	-10.0	10	1	10	-9.1324200913242	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20241022151500	https://www.amny.com/news/man-shot-dead-bronx-bodega-october-21-2024/
1205596425	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	CLEVELAND	USA								1	013	013	01	1	0.4	1	1	1	-8.84955752212389	3	Cleveland Heights, Ohio, United States	US	USOH	OH035	41.5201	-81.5562	1048605	3	Cleveland Heights, Ohio, United States	US	USOH		41.5201	-81.5562	1048605	3	Cleveland Heights, Ohio, United States	US	USOH		41.5201	-81.5562	1048605	20241022151500	https://www.wkyc.com/article/news/crime/cleveland-heights-lateisa-crockett-nela-view-road-dead-inside-home-police-homicide/95-bee0557c-3530-4490-8c4a-df6975a848c0
1205596426	20241022	202410	2024	2024.8000	COP	PRISON						COP			USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	-4.83271375464684	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20241022151500	https://www.nj.com/politics/2024/10/turns-out-trump-likes-transgenders-more-than-he-admits.html
1205596427	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	BOSTON	USA								1	060	060	06	2	6.0	4	1	4	-6.25	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20241022151500	https://www.yahoo.com/news/motorcyclist-man-wheelchair-seriously-injured-143815362.html
1205596428	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	5	1	5	-9.13385826771653	3	Pasco County, Florida, United States	US	USFL	FL101	28.292	-82.4165	295739	3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596429	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	-9.13385826771653	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	3	Pasco County, Florida, United States	US	USFL		28.292	-82.4165	295739	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596430	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	3	1	3	-9.83606557377049	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20241022151500	https://www.yahoo.com/news/boardman-woman-sentenced-stealing-former-131608143.html
1205596431	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205596432	20241022	202410	2024	2024.8000	COP	POLICE						COP			USA	TAMPA	USA								0	190	190	19	4	-10.0	8	1	8	-9.13385826771653	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20241022151500	https://ktar.com/story/5617749/a-list-of-mass-killings-in-the-united-states-this-year-2/
1205596433	20241022	202410	2024	2024.8000	COP	POLICE						COP			USACOP	BOSTON	USA					COP			1	060	060	06	2	6.0	6	1	6	-6.25	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20241022151500	https://www.yahoo.com/news/motorcyclist-man-wheelchair-seriously-injured-143815362.html
1205596434	20241022	202410	2024	2024.8000	COP	DEPUTY						COP			scoGOV	SCOTTISH			sco			GOV			0	046	046	04	1	7.0	6	1	6	-0.16129032258065	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241022151500	https://www.thenational.scot/news/24669294.snp-mp-insists-all-not-lost-slapped-down-scottish-visa/
1205596435	20241022	202410	2024	2024.8000	COPGOV	DEPUTY						COP	GOV												0	120	120	12	3	-4.0	1	1	1	-1.12676056338028	4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	0								4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	20241022151500	https://www.citizen.co.za/news/south-africa/gauteng-polycrisis-81-dissatisfied-government-50-grants/
1205596436	20241022	202410	2024	2024.8000	COPGOV	DEPUTY						COP	GOV		GOV	MINIST						GOV			0	016	016	01	1	-2.0	5	1	5	-1.06761565836299	0								0								0								20241022151500	https://www.thehindu.com/news/national/karnataka/public-should-know-what-is-in-the-caste-census-report-home-minister/article68782981.ece
1205596437	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV																		1	012	012	01	1	-0.4	2	1	2	-7.11206896551724	1	Cape Verde	CV	CV		16	-24	CV	0								1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.burytimes.co.uk/news/24669309.bury-director-court-firm-owed-220k-tax/
1205596438	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV																		1	120	120	12	3	-4.0	7	1	4	-7.11206896551724	1	Cape Verde	CV	CV		16	-24	CV	0								1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.burytimes.co.uk/news/24669309.bury-director-court-firm-owed-220k-tax/
1205596439	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV								BUS	COMPANY						BUS			1	010	010	01	1	0.0	4	1	4	-7.11206896551724	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.burytimes.co.uk/news/24669309.bury-director-court-firm-owed-220k-tax/
1205596440	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV								CRM	CRIMINAL						CRM			0	172	172	17	4	-5.0	4	1	4	-7.11206896551724	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.burytimes.co.uk/news/24669309.bury-director-court-firm-owed-220k-tax/
1205596441	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV								GBRGOV	UNITED KINGDOM	GBR					GOV			0	043	043	04	1	2.8	1	1	1	-3.41753343239227	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241022151500	https://www.dailyrecord.co.uk/lifestyle/scots-woman-among-1100-people-33946092
1205596442	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV								GBRGOV	UNITED KINGDOM	GBR					GOV			0	043	043	04	1	2.8	4	1	4	-3.41753343239227	1	Cape Verde	CV	CV		16	-24	CV	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.dailyrecord.co.uk/lifestyle/scots-woman-among-1100-people-33946092
1205596443	20241022	202410	2024	2024.8000	CPV	CAPE VERDE	CPV								LAB	WORKER						LAB			0	043	043	04	1	2.8	4	1	4	-3.41753343239227	1	Cape Verde	CV	CV		16	-24	CV	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	1	Cape Verde	CV	CV		16	-24	CV	20241022151500	https://www.dailyrecord.co.uk/lifestyle/scots-woman-among-1100-people-33946092
1205596444	20241022	202410	2024	2024.8000	CRM	GANG						CRM			COP	POLICE						COP			1	193	193	19	4	-10.0	3	1	3	-6.18066561014263	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	20241022151500	https://www.yourlocalguardian.co.uk/news/national/24669053.chris-kabas-violent-gang-history-revealed/
1205596445	20241022	202410	2024	2024.8000	CRM	CRIMINAL						CRM			EDU	STUDENT						EDU			0	130	130	13	3	-4.4	5	1	5	-7.15563506261181	0								0								0								20241022151500	https://www.iol.co.za/news/crime-and-courts/criminals-target-students-says-gbv-activist-as-jesse-mitchells-alleged-murderer-abandons-bail-e0d8d901-3229-4e85-9244-8209e790d6ba
1205596446	20241022	202410	2024	2024.8000	CRM	PERPETRATOR						CRM			GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	4	1	4	-4.33869839048285	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20241022151500	https://www.standardmedia.co.ke/health/health-science/article/2001505099/the-silent-struggles-of-men-defiled-in-childhood
1205596447	20241022	202410	2024	2024.8000	CRM	PERPETRATOR						CRM			GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	6	1	6	-4.33869839048285	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20241022151500	https://www.standardmedia.co.ke/health/health-science/article/2001505099/the-silent-struggles-of-men-defiled-in-childhood
1205596448	20241022	202410	2024	2024.8000	CVL	RESIDENTS						CVL													0	010	010	01	1	0.0	10	1	10	-5.75221238938052	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20241022151500	https://www.modernghana.com/news/1350889/impact-of-illegal-mining-galamsey-on-local-ecosy.html
